category,subcategory,name,value
infection_prob,work_recurrent_weekly_11,work_recurrent_weekly_11,0.025
infection_prob,work_recurrent_weekly_12,work_recurrent_weekly_12,0.025
infection_prob,work_recurrent_weekly_13,work_recurrent_weekly_13,0.025
infection_prob,other_non_recurrent,other_non_recurrent,0.025
infection_prob,other_recurrent_daily,other_recurrent_daily,0.025
infection_prob,other_recurrent_weekly_0,other_recurrent_weekly_0,0.025
infection_prob,other_recurrent_weekly_1,other_recurrent_weekly_1,0.025
infection_prob,other_recurrent_weekly_2,other_recurrent_weekly_2,0.025
infection_prob,other_recurrent_weekly_3,other_recurrent_weekly_3,0.025
assortative_matching_work_non_recurrent_age_group,0-9,0-9,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,0-9,10-19,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,0-9,20-29,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,0-9,30-39,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,0-9,40-49,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,0-9,50-59,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,0-9,60-69,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,0-9,70-79,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,0-9,80-100,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,10-19,0-9,0.0
assortative_matching_work_non_recurrent_age_group,10-19,10-19,0.3333
assortative_matching_work_non_recurrent_age_group,10-19,20-29,0.1667
assortative_matching_work_non_recurrent_age_group,10-19,30-39,0.1667
assortative_matching_work_non_recurrent_age_group,10-19,40-49,0.3333
assortative_matching_work_non_recurrent_age_group,10-19,50-59,0.0
assortative_matching_work_non_recurrent_age_group,10-19,60-69,0.0
assortative_matching_work_non_recurrent_age_group,10-19,70-79,0.0
assortative_matching_work_non_recurrent_age_group,10-19,80-100,0.0
assortative_matching_work_non_recurrent_age_group,20-29,0-9,0.022897710228977103
assortative_matching_work_non_recurrent_age_group,20-29,10-19,0.0342965703429657
assortative_matching_work_non_recurrent_age_group,20-29,20-29,0.15998400159984003
assortative_matching_work_non_recurrent_age_group,20-29,30-39,0.23997600239976002
assortative_matching_work_non_recurrent_age_group,20-29,40-49,0.22287771222877711
assortative_matching_work_non_recurrent_age_group,20-29,50-59,0.13708629137086292
assortative_matching_work_non_recurrent_age_group,20-29,60-69,0.10858914108589142
assortative_matching_work_non_recurrent_age_group,20-29,70-79,0.039996000399960006
assortative_matching_work_non_recurrent_age_group,20-29,80-100,0.0342965703429657
assortative_matching_work_non_recurrent_age_group,30-39,0-9,0.010798920107989201
assortative_matching_work_non_recurrent_age_group,30-39,10-19,0.0377962203779622
assortative_matching_work_non_recurrent_age_group,30-39,20-29,0.1513848615138486
assortative_matching_work_non_recurrent_age_group,30-39,30-39,0.26487351264873515
assortative_matching_work_non_recurrent_age_group,30-39,40-49,0.2756724327567243
assortative_matching_work_non_recurrent_age_group,30-39,50-59,0.1513848615138486
assortative_matching_work_non_recurrent_age_group,30-39,60-69,0.0864913508649135
assortative_matching_work_non_recurrent_age_group,30-39,70-79,0.010798920107989201
assortative_matching_work_non_recurrent_age_group,30-39,80-100,0.010798920107989201
assortative_matching_work_non_recurrent_age_group,40-49,0-9,0.0188981101889811
assortative_matching_work_non_recurrent_age_group,40-49,10-19,0.0188981101889811
assortative_matching_work_non_recurrent_age_group,40-49,20-29,0.18108189181081893
assortative_matching_work_non_recurrent_age_group,40-49,30-39,0.26037396260373963
assortative_matching_work_non_recurrent_age_group,40-49,40-49,0.30186981301869814
assortative_matching_work_non_recurrent_age_group,40-49,50-59,0.13958604139586042
assortative_matching_work_non_recurrent_age_group,40-49,60-69,0.0565943405659434
assortative_matching_work_non_recurrent_age_group,40-49,70-79,0.0188981101889811
assortative_matching_work_non_recurrent_age_group,40-49,80-100,0.0037996200379962005
assortative_matching_work_non_recurrent_age_group,50-59,0-9,0.0041
assortative_matching_work_non_recurrent_age_group,50-59,10-19,0.0447
assortative_matching_work_non_recurrent_age_group,50-59,20-29,0.1179
assortative_matching_work_non_recurrent_age_group,50-59,30-39,0.2195
assortative_matching_work_non_recurrent_age_group,50-59,40-49,0.3577
assortative_matching_work_non_recurrent_age_group,50-59,50-59,0.1545
assortative_matching_work_non_recurrent_age_group,50-59,60-69,0.0772
assortative_matching_work_non_recurrent_age_group,50-59,70-79,0.0122
assortative_matching_work_non_recurrent_age_group,50-59,80-100,0.0122
assortative_matching_work_non_recurrent_age_group,60-69,0-9,0.0
assortative_matching_work_non_recurrent_age_group,60-69,10-19,0.2195
assortative_matching_work_non_recurrent_age_group,60-69,20-29,0.1463
assortative_matching_work_non_recurrent_age_group,60-69,30-39,0.1463
assortative_matching_work_non_recurrent_age_group,60-69,40-49,0.0732
assortative_matching_work_non_recurrent_age_group,60-69,50-59,0.1463
assortative_matching_work_non_recurrent_age_group,60-69,60-69,0.0976
assortative_matching_work_non_recurrent_age_group,60-69,70-79,0.122
assortative_matching_work_non_recurrent_age_group,60-69,80-100,0.0488
assortative_matching_work_non_recurrent_age_group,70-79,0-9,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,70-79,10-19,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,70-79,20-29,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,70-79,30-39,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,70-79,40-49,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,70-79,50-59,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,70-79,60-69,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,70-79,70-79,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,70-79,80-100,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,80-100,0-9,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,80-100,10-19,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,80-100,20-29,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,80-100,30-39,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,80-100,40-49,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,80-100,50-59,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,80-100,60-69,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,80-100,70-79,0.1111111111111111
assortative_matching_work_non_recurrent_age_group,80-100,80-100,0.1111111111111111
assortative_matching,work_non_recurrent,county,0.8
assortative_matching_other_non_recurrent_age_group,0-9,0-9,0.2911291129112912
assortative_matching_other_non_recurrent_age_group,0-9,10-19,0.1074107410741074
assortative_matching_other_non_recurrent_age_group,0-9,20-29,0.11251125112511251
assortative_matching_other_non_recurrent_age_group,0-9,30-39,0.20442044204420443
assortative_matching_other_non_recurrent_age_group,0-9,40-49,0.11381138113811382
assortative_matching_other_non_recurrent_age_group,0-9,50-59,0.0647064706470647
assortative_matching_other_non_recurrent_age_group,0-9,60-69,0.0737073707370737
assortative_matching_other_non_recurrent_age_group,0-9,70-79,0.022002200220022
assortative_matching_other_non_recurrent_age_group,0-9,80-100,0.010301030103010301
assortative_matching_other_non_recurrent_age_group,10-19,0-9,0.056199999999999986
assortative_matching_other_non_recurrent_age_group,10-19,10-19,0.3858999999999999
assortative_matching_other_non_recurrent_age_group,10-19,20-29,0.19019999999999995
assortative_matching_other_non_recurrent_age_group,10-19,30-39,0.13409999999999997
assortative_matching_other_non_recurrent_age_group,10-19,40-49,0.11319999999999997
assortative_matching_other_non_recurrent_age_group,10-19,50-59,0.056199999999999986
assortative_matching_other_non_recurrent_age_group,10-19,60-69,0.03439999999999999
assortative_matching_other_non_recurrent_age_group,10-19,70-79,0.022599999999999995
assortative_matching_other_non_recurrent_age_group,10-19,80-100,0.007199999999999998
assortative_matching_other_non_recurrent_age_group,20-29,0-9,0.03900390039003901
assortative_matching_other_non_recurrent_age_group,20-29,10-19,0.11691169116911693
assortative_matching_other_non_recurrent_age_group,20-29,20-29,0.37523752375237523
assortative_matching_other_non_recurrent_age_group,20-29,30-39,0.22412241224122414
assortative_matching_other_non_recurrent_age_group,20-29,40-49,0.10961096109610963
assortative_matching_other_non_recurrent_age_group,20-29,50-59,0.0706070607060706
assortative_matching_other_non_recurrent_age_group,20-29,60-69,0.029202920292029207
assortative_matching_other_non_recurrent_age_group,20-29,70-79,0.028002800280028006
assortative_matching_other_non_recurrent_age_group,20-29,80-100,0.007300730073007302
assortative_matching_other_non_recurrent_age_group,30-39,0-9,0.07330733073307331
assortative_matching_other_non_recurrent_age_group,30-39,10-19,0.0406040604060406
assortative_matching_other_non_recurrent_age_group,30-39,20-29,0.13101310131013102
assortative_matching_other_non_recurrent_age_group,30-39,30-39,0.351035103510351
assortative_matching_other_non_recurrent_age_group,30-39,40-49,0.2075207520752075
assortative_matching_other_non_recurrent_age_group,30-39,50-59,0.0998099809980998
assortative_matching_other_non_recurrent_age_group,30-39,60-69,0.07330733073307331
assortative_matching_other_non_recurrent_age_group,30-39,70-79,0.023402340234023402
assortative_matching_other_non_recurrent_age_group,30-39,80-100,0.0
assortative_matching_other_non_recurrent_age_group,40-49,0-9,0.0331
assortative_matching_other_non_recurrent_age_group,40-49,10-19,0.0579
assortative_matching_other_non_recurrent_age_group,40-49,20-29,0.1297
assortative_matching_other_non_recurrent_age_group,40-49,30-39,0.2455
assortative_matching_other_non_recurrent_age_group,40-49,40-49,0.2483
assortative_matching_other_non_recurrent_age_group,40-49,50-59,0.1379
assortative_matching_other_non_recurrent_age_group,40-49,60-69,0.0703
assortative_matching_other_non_recurrent_age_group,40-49,70-79,0.0552
assortative_matching_other_non_recurrent_age_group,40-49,80-100,0.0221
assortative_matching_other_non_recurrent_age_group,50-59,0-9,0.028297170282971695
assortative_matching_other_non_recurrent_age_group,50-59,10-19,0.030796920307969197
assortative_matching_other_non_recurrent_age_group,50-59,20-29,0.1475852414758524
assortative_matching_other_non_recurrent_age_group,50-59,30-39,0.16358364163583639
assortative_matching_other_non_recurrent_age_group,50-59,40-49,0.2115788421157884
assortative_matching_other_non_recurrent_age_group,50-59,50-59,0.2188781121887811
assortative_matching_other_non_recurrent_age_group,50-59,60-69,0.1364863513648635
assortative_matching_other_non_recurrent_age_group,50-59,70-79,0.051694830516948294
assortative_matching_other_non_recurrent_age_group,50-59,80-100,0.011098890110988899
assortative_matching_other_non_recurrent_age_group,60-69,0-9,0.020702070207020702
assortative_matching_other_non_recurrent_age_group,60-69,10-19,0.015501550155015503
assortative_matching_other_non_recurrent_age_group,60-69,20-29,0.0673067306730673
assortative_matching_other_non_recurrent_age_group,60-69,30-39,0.15781578157815782
assortative_matching_other_non_recurrent_age_group,60-69,40-49,0.16821682168216823
assortative_matching_other_non_recurrent_age_group,60-69,50-59,0.21732173217321735
assortative_matching_other_non_recurrent_age_group,60-69,60-69,0.23542354235423543
assortative_matching_other_non_recurrent_age_group,60-69,70-79,0.09570957095709572
assortative_matching_other_non_recurrent_age_group,60-69,80-100,0.022002200220022004
assortative_matching_other_non_recurrent_age_group,70-79,0-9,0.024797520247975203
assortative_matching_other_non_recurrent_age_group,70-79,10-19,0.05939406059394061
assortative_matching_other_non_recurrent_age_group,70-79,20-29,0.0643935606439356
assortative_matching_other_non_recurrent_age_group,70-79,30-39,0.11878812118788122
assortative_matching_other_non_recurrent_age_group,70-79,40-49,0.1633836616338366
assortative_matching_other_non_recurrent_age_group,70-79,50-59,0.1484851514848515
assortative_matching_other_non_recurrent_age_group,70-79,60-69,0.20297970202979704
assortative_matching_other_non_recurrent_age_group,70-79,70-79,0.19798020197980204
assortative_matching_other_non_recurrent_age_group,70-79,80-100,0.019798020197980205
assortative_matching_other_non_recurrent_age_group,80-100,0-9,0.0
assortative_matching_other_non_recurrent_age_group,80-100,10-19,0.0
assortative_matching_other_non_recurrent_age_group,80-100,20-29,0.25
assortative_matching_other_non_recurrent_age_group,80-100,30-39,0.0
assortative_matching_other_non_recurrent_age_group,80-100,40-49,0.25
assortative_matching_other_non_recurrent_age_group,80-100,50-59,0.0
assortative_matching_other_non_recurrent_age_group,80-100,60-69,0.125
assortative_matching_other_non_recurrent_age_group,80-100,70-79,0.25
assortative_matching_other_non_recurrent_age_group,80-100,80-100,0.125
assortative_matching,other_non_recurrent,county,0.8
households,symptomatic_multiplier,symptomatic_multiplier,0.5
households,positive_test_multiplier,positive_test_multiplier,0.5
educ_school_0,symptomatic_multiplier,symptomatic_multiplier,0.15
educ_school_0,positive_test_multiplier,positive_test_multiplier,0.05
educ_school_1,symptomatic_multiplier,symptomatic_multiplier,0.15
educ_school_1,positive_test_multiplier,positive_test_multiplier,0.05
educ_school_2,symptomatic_multiplier,symptomatic_multiplier,0.15
educ_school_2,positive_test_multiplier,positive_test_multiplier,0.05
educ_preschool_0,symptomatic_multiplier,symptomatic_multiplier,0.15
educ_preschool_0,positive_test_multiplier,positive_test_multiplier,0.05
educ_nursery_0,symptomatic_multiplier,symptomatic_multiplier,0.15
educ_nursery_0,positive_test_multiplier,positive_test_multiplier,0.05
work_non_recurrent,symptomatic_multiplier,symptomatic_multiplier,0.15
work_non_recurrent,positive_test_multiplier,positive_test_multiplier,0.05
work_recurrent_daily,symptomatic_multiplier,symptomatic_multiplier,0.15
work_recurrent_daily,positive_test_multiplier,positive_test_multiplier,0.05
work_recurrent_weekly_0,symptomatic_multiplier,symptomatic_multiplier,0.15
work_recurrent_weekly_0,positive_test_multiplier,positive_test_multiplier,0.05
work_recurrent_weekly_1,symptomatic_multiplier,symptomatic_multiplier,0.15
work_recurrent_weekly_1,positive_test_multiplier,positive_test_multiplier,0.05
work_recurrent_weekly_2,symptomatic_multiplier,symptomatic_multiplier,0.15
work_recurrent_weekly_2,positive_test_multiplier,positive_test_multiplier,0.05
work_recurrent_weekly_3,symptomatic_multiplier,symptomatic_multiplier,0.15
work_recurrent_weekly_3,positive_test_multiplier,positive_test_multiplier,0.05
work_recurrent_weekly_4,symptomatic_multiplier,symptomatic_multiplier,0.15
work_recurrent_weekly_4,positive_test_multiplier,positive_test_multiplier,0.05
work_recurrent_weekly_5,symptomatic_multiplier,symptomatic_multiplier,0.15
work_recurrent_weekly_5,positive_test_multiplier,positive_test_multiplier,0.05
work_recurrent_weekly_6,symptomatic_multiplier,symptomatic_multiplier,0.15
work_recurrent_weekly_6,positive_test_multiplier,positive_test_multiplier,0.05
work_recurrent_weekly_7,symptomatic_multiplier,symptomatic_multiplier,0.15
work_recurrent_weekly_7,positive_test_multiplier,positive_test_multiplier,0.05
work_recurrent_weekly_8,symptomatic_multiplier,symptomatic_multiplier,0.15
work_recurrent_weekly_8,positive_test_multiplier,positive_test_multiplier,0.05
work_recurrent_weekly_9,symptomatic_multiplier,symptomatic_multiplier,0.15
work_recurrent_weekly_9,positive_test_multiplier,positive_test_multiplier,0.05
work_recurrent_weekly_10,symptomatic_multiplier,symptomatic_multiplier,0.15
work_recurrent_weekly_10,positive_test_multiplier,positive_test_multiplier,0.05
work_recurrent_weekly_11,symptomatic_multiplier,symptomatic_multiplier,0.15
work_recurrent_weekly_11,positive_test_multiplier,positive_test_multiplier,0.05
work_recurrent_weekly_12,symptomatic_multiplier,symptomatic_multiplier,0.15
work_recurrent_weekly_12,positive_test_multiplier,positive_test_multiplier,0.05
work_recurrent_weekly_13,symptomatic_multiplier,symptomatic_multiplier,0.15
work_recurrent_weekly_13,positive_test_multiplier,positive_test_multiplier,0.05
other_non_recurrent,symptomatic_multiplier,symptomatic_multiplier,0.15
other_non_recurrent,positive_test_multiplier,positive_test_multiplier,0.05
other_recurrent_daily,symptomatic_multiplier,symptomatic_multiplier,0.15
other_recurrent_daily,positive_test_multiplier,positive_test_multiplier,0.05
other_recurrent_weekly_0,symptomatic_multiplier,symptomatic_multiplier,0.15
other_recurrent_weekly_0,positive_test_multiplier,positive_test_multiplier,0.05
other_recurrent_weekly_1,symptomatic_multiplier,symptomatic_multiplier,0.15
other_recurrent_weekly_1,positive_test_multiplier,positive_test_multiplier,0.05
other_recurrent_weekly_2,symptomatic_multiplier,symptomatic_multiplier,0.15
other_recurrent_weekly_2,positive_test_multiplier,positive_test_multiplier,0.05
other_recurrent_weekly_3,symptomatic_multiplier,symptomatic_multiplier,0.15
other_recurrent_weekly_3,positive_test_multiplier,positive_test_multiplier,0.05
